Date ,Open ,High ,Low ,Close ,Change_percentage,Shares_traded ,Turnover_in_crore
06-May-16,7717.65,7738.9,7678.35,7733.45,0.20%,168662226,6296.51
09-May-16,7755.25,7873.65,7753.55,7866.05,1.43%,165616829,7559.77
10-May-16,7873.55,7896.9,7837.7,7887.8,0.18%,166957276,7306.72
11-May-16,7804.65,7893.1,7780.9,7848.85,0.57%,220712496,9394.05
12-May-16,7871.45,7916.05,7849.65,7900.4,0.37%,157444918,7171.91
13-May-16,7881,7881,7784.2,7814.9,-0.84%,185061782,10152.08
16-May-16,7831.2,7873.9,7772.15,7860.75,0.38%,211547775,7790.24
17-May-16,7896.85,7940.1,7879.7,7890.75,-0.08%,189140810,8195.95
18-May-16,7846.75,7882.05,7810.75,7870.15,0.30%,161169418,7333.13
19-May-16,7875.5,7876.2,7766.8,7783.4,-1.17%,175711829,7163.38
20-May-16,7792.2,7812.4,7735.75,7749.7,-0.55%,161889432,6798.89
23-May-16,7813.95,7820.6,7722.2,7731.05,-1.06%,177347948,7141.74
24-May-16,7738.05,7761.55,7715.8,7748.85,0.14%,151538169,6119.23
25-May-16,7811.8,7941.2,7809.3,7934.9,1.58%,181636649,8202.39
26-May-16,7974.45,8083,7948.5,8069.65,1.19%,272456307,12422
27-May-16,8081.95,8164.2,8077.05,8156.65,0.92%,268963949,10607.22
30-May-16,8166.5,8200,8150.8,8178.5,0.15%,255086293,9199.38
31-May-16,8209.85,8213.6,8134.3,8160.1,-0.61%,485645737,21491.53
01-Jun-16,8179.2,8215.35,8171.05,8179.95,0.01%,200371829,8408.53
02-Jun-16,8156.9,8229.5,8154.75,8218.95,0.76%,187316365,8389.69
03-Jun-16,8246.2,8262,8209.85,8220.8,-0.31%,390652017,10762.52
06-Jun-16,8228.75,8234.7,8186.05,8201.05,-0.34%,176885226,7657.92
07-Jun-16,8235.55,8294.95,8216.4,8266.45,0.38%,249365706,10462.49
08-Jun-16,8285.5,8288.9,8252.05,8273.05,-0.15%,179710369,7614.02
09-Jun-16,8273.35,8273.35,8184.6,8203.6,-0.84%,180293039,7973.1
10-Jun-16,8180.25,8265.6,8162.85,8170.05,-0.12%,187757375,7853.83
13-Jun-16,8102.25,8125.25,8063.9,8110.6,0.10%,174916286,7343.99
14-Jun-16,8134.4,8134.95,8069.5,8108.85,-0.31%,150042362,6003.23
15-Jun-16,8139.4,8213.2,8123.15,8206.6,0.83%,174953935,6945.89
16-Jun-16,8180.65,8180.65,8074.45,8140.75,-0.49%,195028743,7764.57
17-Jun-16,8176.65,8195.25,8135.8,8170.2,-0.08%,171842760,7741.9
20-Jun-16,8115.75,8244.15,8107.35,8238.5,1.51%,173750792,7392.97
21-Jun-16,8255.4,8257.25,8202.15,8219.9,-0.43%,141161921,5978.26
22-Jun-16,8213.65,8238.35,8153.25,8203.7,-0.12%,140268297,6377.69
23-Jun-16,8201.15,8285.6,8188.3,8270.45,0.85%,158852677,6805.86
24-Jun-16,8029.1,8100.7,7927.05,8088.6,0.74%,306803641,13263.08
27-Jun-16,8039.35,8120.65,8039.35,8094.7,0.69%,167462711,7614.06
28-Jun-16,8096.05,8146.35,8086.85,8127.85,0.39%,175724276,7777.39
29-Jun-16,8173.1,8212.4,8157.65,8204,0.38%,151499716,6940.87
30-Jun-16,8260.25,8308.15,8242.1,8287.75,0.33%,288031935,12346.32
01-Jul-16,8313.05,8356.75,8308.65,8328.35,0.18%,170581881,7358.38
04-Jul-16,8376.75,8398.45,8364.7,8370.7,-0.07%,158955823,6662.92
05-Jul-16,8379.3,8381.45,8319.95,8335.95,-0.52%,143253937,5976.01
07-Jul-16,8342,8361.95,8317.7,8337.9,-0.05%,160327315,7592.94
08-Jul-16,8350,8353.3,8287.55,8323.2,-0.32%,142159935,6886.33
11-Jul-16,8413.35,8475.25,8407.05,8467.9,0.65%,154399933,7576.69
12-Jul-16,8502.6,8526.6,8479.2,8521.05,0.22%,189339750,7873.74
13-Jul-16,8540.45,8550.25,8493.55,8519.5,-0.25%,201492184,8284.38
14-Jul-16,8515.75,8571.4,8500.7,8565,0.58%,158738499,6890.07
15-Jul-16,8565.45,8594.8,8510.05,8541.4,-0.28%,228598684,12375.84
18-Jul-16,8564.05,8587.1,8494.35,8508.7,-0.65%,169400452,8200.06
19-Jul-16,8514.3,8540.05,8476.7,8528.55,0.17%,173050805,7928.14
20-Jul-16,8515.45,8569.9,8512.55,8565.85,0.59%,165349380,7936.36
21-Jul-16,8582.7,8585.25,8503.45,8510.1,-0.85%,154575685,7399.71
22-Jul-16,8519.65,8548.95,8489.8,8541.2,0.25%,147619642,6504
25-Jul-16,8519.95,8641.15,8517.2,8635.65,1.36%,154631398,7850.12
26-Jul-16,8633.75,8644.9,8577.15,8590.65,-0.50%,159563469,8765.45
27-Jul-16,8599.4,8665,8572.05,8615.8,0.19%,189796380,10885.88
28-Jul-16,8636.95,8674.7,8625.25,8666.3,0.34%,240721865,12998.06
29-Jul-16,8668.3,8670.35,8631.15,8638.5,-0.34%,161935155,8428.8
01-Aug-16,8654.3,8711.3,8590.5,8636.55,-0.21%,194186858,9881.67
02-Aug-16,8647.45,8687.2,8611.4,8622.9,-0.28%,174556789,8652.31
03-Aug-16,8635.2,8635.45,8529.6,8544.85,-1.05%,168033073,8507.82
04-Aug-16,8599.95,8601.4,8518.15,8551.1,-0.57%,169780463,7399.03
05-Aug-16,8600.2,8689.4,8590.15,8683.15,0.96%,162784913,7635.01
08-Aug-16,8712.85,8723.5,8697.6,8711.35,-0.02%,177877012,7862.15
09-Aug-16,8727.8,8728.35,8638.2,8678.25,-0.57%,206261255,9111.4
10-Aug-16,8686.7,8690.1,8564.6,8575.3,-1.28%,178963496,8206.18
11-Aug-16,8572.8,8601.15,8540.05,8592.15,0.23%,195114539,8634.8
12-Aug-16,8605.45,8684.3,8604.45,8672.15,0.78%,272014034,11998.86
16-Aug-16,8670.25,8682.35,8600.45,8642.55,-0.32%,231771409,10937.35
17-Aug-16,8639.8,8667.1,8603.6,8624.05,-0.18%,179540691,8161.38
18-Aug-16,8648.85,8690.7,8645.05,8673.25,0.28%,169431656,7900.6
19-Aug-16,8694.3,8696.6,8647.1,8666.9,-0.32%,197770568,8354.88
22-Aug-16,8667,8684.85,8614,8629.15,-0.44%,156976546,7394.57
23-Aug-16,8628.35,8642.15,8580,8632.6,0.05%,193302503,7309.82
24-Aug-16,8648.5,8661.05,8620.9,8650.3,0.02%,154168043,7199.72
25-Aug-16,8668.85,8683.05,8583.65,8592.2,-0.88%,219736214,10508.32
26-Aug-16,8614.35,8622.95,8547.55,8572.55,-0.49%,152146666,7153.37
29-Aug-16,8583.75,8622,8543.75,8607.45,0.28%,133723771,6857.99
30-Aug-16,8646.75,8750.6,8642.25,8744.35,1.13%,154828719,8392.76
31-Aug-16,8754.05,8819.2,8754.05,8786.2,0.37%,373422334,22534.29
01-Sep-16,8793.6,8813.25,8759.95,8774.65,-0.22%,246336047,9653.93
02-Sep-16,8796.35,8824.1,8768.2,8809.65,0.15%,197385217,8231.93
06-Sep-16,8852.7,8950.85,8848.45,8943,1.02%,201617132,9571.31
07-Sep-16,8968.7,8968.7,8913.35,8917.95,-0.57%,299145644,11430.95
08-Sep-16,8915.5,8960.35,8896,8952.5,0.42%,223937056,10773.98
09-Sep-16,8934.3,8939.15,8858.7,8866.7,-0.76%,181344327,9976.28
12-Sep-16,8732.95,8746.95,8699.4,8715.6,-0.20%,190199613,9248.73
14-Sep-16,8710.65,8739.85,8688.9,8726.6,0.18%,189984289,9112.57
15-Sep-16,8743.85,8751.95,8704.35,8742.55,-0.01%,149889703,7347.34
16-Sep-16,8780.85,8847.65,8750.5,8779.85,-0.01%,274039556,14430.63
19-Sep-16,8788.45,8824.3,8774.2,8808.4,0.23%,135814177,7364.64
20-Sep-16,8816.1,8816.45,8759.3,8775.9,-0.46%,140718486,7035.07
21-Sep-16,8790.3,8826.85,8757.3,8777.15,-0.15%,153441330,7572.41
22-Sep-16,8873.35,8893.35,8837.8,8867.45,-0.07%,178136644,9305.56
23-Sep-16,8880.75,8885.2,8820.3,8831.55,-0.55%,191618169,9793.98
26-Sep-16,8807.9,8809.55,8715.1,8723.05,-0.96%,169050086,8518.5
27-Sep-16,8748.9,8768.5,8690.5,8706.4,-0.49%,156100521,7446.12
28-Sep-16,8711.2,8767.05,8703.15,8745.15,0.39%,170643694,8348.19
29-Sep-16,8792.7,8800.65,8558.25,8591.25,-2.29%,384395249,19467.3
30-Sep-16,8581.5,8637.15,8555.2,8611.15,0.35%,187333285,8849.27
03-Oct-16,8666.15,8745.2,8635,8738.1,0.83%,141472076,7173.62
04-Oct-16,8770,8783.65,8736.1,8769.15,-0.01%,189990151,8251.59
05-Oct-16,8806.35,8806.95,8731.4,8743.95,-0.71%,162103951,6866.33
06-Oct-16,8768.7,8781.15,8684.65,8709.55,-0.67%,168713605,8114.93
07-Oct-16,8721.7,8723.7,8663.8,8697.6,-0.28%,155053800,8144.3
10-Oct-16,8735.35,8745.8,8703.95,8708.8,-0.30%,111794053,5159.83
13-Oct-16,8671.5,8681.55,8541.35,8573.35,-1.13%,218861324,10581.55
14-Oct-16,8594,8604.45,8549.8,8583.4,-0.12%,167848947,9613.47
17-Oct-16,8612.95,8615.4,8506.15,8520.4,-1.07%,203516577,8590.35
18-Oct-16,8556.05,8685.1,8555.9,8677.9,1.42%,216626083,9162.11
19-Oct-16,8697.5,8698.75,8636.7,8659.1,-0.44%,177397872,7790.01
20-Oct-16,8693.35,8727,8678.3,8699.4,0.07%,165952091,7120.32
21-Oct-16,8708.6,8709.1,8652.05,8693.05,-0.18%,162162047,8022.44
24-Oct-16,8709.85,8736.95,8684.15,8708.95,-0.01%,161966274,6876.28
25-Oct-16,8721.7,8722.65,8663.45,8691.3,-0.35%,195696479,8718.02
26-Oct-16,8657.3,8657.3,8596.6,8615.25,-0.49%,226133074,9696.9
27-Oct-16,8607.1,8624.85,8550.25,8615.25,0.09%,250336333,12300.53
28-Oct-16,8625,8653.75,8581.75,8638,0.15%,180906084,8953.72
30-Oct-16,8672.35,8678.25,8616.25,8625.7,-0.54%,16610872,805.89
01-Nov-16,8653.15,8669.6,8614.5,8626.25,-0.31%,170068995,8441.3
02-Nov-16,8542.8,8549.5,8504.85,8514,-0.34%,160130480,7683.07
03-Nov-16,8499.85,8537.65,8476.15,8484.95,-0.18%,175773254,7558.06
04-Nov-16,8503.6,8504,8400.25,8433.75,-0.82%,231783152,11798.48
07-Nov-16,8535.75,8535.85,8481.45,8497.05,-0.45%,178070534,8436.7
08-Nov-16,8540,8559.4,8480.1,8543.55,0.04%,201759648,8515.57
09-Nov-16,8067.5,8476.2,8002.25,8432,4.52%,323968654,15536.37
10-Nov-16,8555.6,8598.45,8510.7,8525.75,-0.35%,271196930,12386.39
11-Nov-16,8456.65,8460.6,8284.95,8296.3,-1.90%,275221694,12485.11
15-Nov-16,8284.85,8288.55,8093.2,8108.45,-2.13%,370298063,17387.22
16-Nov-16,8205.65,8210.05,8089.4,8111.6,-1.15%,277801233,13705.03
17-Nov-16,8105.1,8151.25,8060.3,8079.95,-0.31%,197183084,8713.06
18-Nov-16,8097.55,8128.95,8048.3,8074.1,-0.29%,166199545,7901.64
21-Nov-16,8102.1,8102.45,7916.4,7929.1,-2.14%,225608889,9199.11
22-Nov-16,7989.15,8019.05,7938.15,8002.3,0.16%,216677654,9000.44
23-Nov-16,8051.2,8055.2,7973.1,8033.3,-0.22%,186602328,8681.67
24-Nov-16,8011.8,8024.85,7952.55,7965.5,-0.58%,268619026,11868.11
25-Nov-16,8007.95,8122.25,7976.75,8114.3,1.33%,183355873,8920.79
28-Nov-16,8080.65,8146.5,8066.5,8126.9,0.57%,195595287,8666.87
29-Nov-16,8131.55,8197.35,8128.7,8142.15,0.13%,195618384,8486.32
30-Nov-16,8172.15,8234.25,8139.25,8224.5,0.64%,255725357,14473.78
01-Dec-16,8244,8250.8,8185.05,8192.9,-0.62%,162597213,7720.96
02-Dec-16,8153.55,8159.3,8070.05,8086.8,-0.82%,176767415,8050.5
05-Dec-16,8088.75,8141.9,8056.85,8128.75,0.49%,130435865,6432.02
06-Dec-16,8153.15,8178.7,8130.85,8143.15,-0.12%,118854323,5417.56
07-Dec-16,8168.4,8190.45,8077.5,8102.05,-0.81%,175024334,7900.03
08-Dec-16,8152.1,8256.25,8151.75,8246.85,1.16%,146857616,7275.01
09-Dec-16,8271.7,8274.95,8241.95,8261.75,-0.12%,154344775,6866.81
12-Dec-16,8230.65,8230.65,8154.45,8170.8,-0.73%,111432551,5026.02
13-Dec-16,8196.15,8228.85,8155.8,8221.8,0.31%,189739559,8976.54
14-Dec-16,8229.35,8229.4,8165.1,8182.45,-0.57%,149132520,6763.63
15-Dec-16,8128.4,8225.9,8121.95,8153.6,0.31%,187425988,8579.44
16-Dec-16,8178.2,8178.7,8127.45,8139.45,-0.47%,209268331,9854.07
19-Dec-16,8126,8132.5,8094.85,8104.35,-0.27%,110669713,5272.2
20-Dec-16,8110.6,8124.1,8062.75,8082.4,-0.35%,132026742,6296.67
21-Dec-16,8105.85,8112.55,8053.25,8061.3,-0.55%,127543733,6304.6
22-Dec-16,8043.85,8046.45,7964.95,7979.1,-0.80%,126409580,6206.58
23-Dec-16,7972.5,8022.6,7942.05,7985.75,0.17%,127921701,5907.28
26-Dec-16,7965.1,7970.05,7893.8,7908.25,-0.71%,110171222,4808.67
27-Dec-16,7915.05,8044.65,7903.7,8032.85,1.49%,122463312,5282.66
28-Dec-16,8047.55,8100.55,8028.4,8034.85,-0.16%,130580701,5816.34
29-Dec-16,8030.6,8111.1,8020.8,8103.6,0.91%,183984077,7635.4
30-Dec-16,8119.65,8197,8114.75,8185.8,0.81%,131457250,5800.7
02-Jan-17,8210.1,8212,8133.8,8179.5,-0.37%,122016111,5255.49
03-Jan-17,8196.05,8219.1,8148.6,8192.25,-0.05%,131186021,6053.67
04-Jan-17,8202.65,8218.5,8180.9,8190.5,-0.15%,136476345,6543.13
05-Jan-17,8226.65,8282.65,8223.7,8273.8,0.57%,163957452,8180.68
06-Jan-17,8281.85,8306.85,8233.25,8243.8,-0.46%,143689850,7298.74
09-Jan-17,8259.35,8263,8227.75,8236.05,-0.28%,102211190,5197.62
10-Jan-17,8262.7,8293.8,8261,8288.6,0.31%,147312927,6904.57
11-Jan-17,8327.8,8389,8322.25,8380.65,0.63%,192285417,8938.68
12-Jan-17,8391.05,8417.2,8382.3,8407.2,0.19%,177948383,7359.24
13-Jan-17,8457.65,8461.05,8373.15,8400.35,-0.68%,190949616,9156.16
16-Jan-17,8390.95,8426.7,8374.4,8412.8,0.26%,127938836,6043.67
17-Jan-17,8415.05,8440.9,8378.3,8398,-0.20%,125781216,6389.21
18-Jan-17,8403.85,8460.3,8397.4,8417,0.16%,168867039,7411.23
19-Jan-17,8418.4,8445.15,8404.05,8435.1,0.20%,170956149,7324.14
20-Jan-17,8404.35,8423.65,8340.95,8349.35,-0.65%,208901233,9014.51
23-Jan-17,8329.6,8404.15,8327.2,8391.5,0.74%,200993100,8664.94
24-Jan-17,8407.05,8480.95,8398.15,8475.8,0.82%,184745781,8524.17
25-Jan-17,8499.45,8612.6,8493.95,8602.75,1.22%,301490150,13901.89
27-Jan-17,8610.5,8672.7,8606.9,8641.25,0.36%,283905821,11568.92
30-Jan-17,8635.55,8662.6,8617.75,8632.75,-0.03%,314110760,9333.49
31-Jan-17,8629.45,8631.75,8552.4,8561.3,-0.79%,537110119,14721.17
01-Feb-17,8570.35,8722.4,8537.5,8716.4,1.70%,337797412,13494.05
02-Feb-17,8724.75,8757.6,8685.8,8734.25,0.11%,292329202,11555.02
03-Feb-17,8735.15,8748.25,8707.75,8740.95,0.07%,196936238,8193.45
06-Feb-17,8785.45,8814.1,8770.2,8801.05,0.18%,200403782,8701.51
07-Feb-17,8805.7,8809.3,8741.05,8768.3,-0.42%,233294532,9060.63
08-Feb-17,8774.55,8791.25,8715,8769.05,-0.06%,225485726,9110.24
09-Feb-17,8795.55,8821.4,8724.1,8778.4,-0.19%,193282248,8972.67
10-Feb-17,8812.35,8822.1,8771.2,8793.55,-0.21%,232947341,10320.17
13-Feb-17,8819.8,8826.9,8754.2,8805.05,-0.17%,211180353,8659.48
14-Feb-17,8819.9,8820.45,8772.5,8792.3,-0.31%,194133563,8494.44
15-Feb-17,8778.95,8807.9,8712.85,8724.7,-0.62%,222828919,10472.37
16-Feb-17,8739,8783.95,8719.6,8778,0.45%,190277738,9695.63
17-Feb-17,8883.7,8896.45,8804.25,8821.7,-0.70%,307526025,23432.58
20-Feb-17,8818.55,8886.25,8809.8,8879.2,0.69%,173022362,7833.53
21-Feb-17,8890.75,8920.8,8860.95,8907.85,0.19%,181091326,8863.71
22-Feb-17,8931.6,8960.75,8905.25,8926.9,-0.05%,254677956,13514.08
23-Feb-17,8956.4,8982.15,8927.55,8939.5,-0.19%,388874096,17243.08
27-Feb-17,8943.7,8951.8,8888.65,8896.7,-0.53%,195847099,10388.83
28-Feb-17,8898.95,8914.75,8867.6,8879.6,-0.22%,302722890,13819.57
01-Mar-17,8904.4,8960.8,8898.6,8945.8,0.46%,212328974,9681.99
02-Mar-17,8982.85,8992.5,8879.8,8899.75,-0.93%,225608140,10075.19
03-Mar-17,8883.5,8907.1,8860.1,8897.55,0.16%,208915878,9783.57
06-Mar-17,8915.1,8967.8,8914,8963.45,0.54%,180194586,8955.06
07-Mar-17,8977.75,8977.85,8932.8,8946.9,-0.34%,178827506,8149.28
08-Mar-17,8950.7,8957.05,8891.95,8924.3,-0.29%,183325544,9489.36
09-Mar-17,8914.5,8945.8,8899.5,8927,0.14%,176810453,8493.21
10-Mar-17,8953.7,8975.7,8903.95,8934.55,-0.21%,157419999,7385.28
14-Mar-17,9091.65,9122.75,9060.5,9087,-0.05%,278726933,14087.57
15-Mar-17,9086.85,9106.55,9075.5,9084.8,-0.02%,248033251,9671.51
16-Mar-17,9129.65,9158.45,9128.55,9153.7,0.26%,215096446,9275.05
17-Mar-17,9207.8,9218.4,9147.6,9160.05,-0.52%,295554265,13226.29
20-Mar-17,9166.95,9167.6,9116.3,9126.85,-0.44%,342395900,9251.16
21-Mar-17,9133.95,9147.75,9087.2,9121.5,-0.14%,255396073,10191.6
22-Mar-17,9047.2,9072.9,9019.3,9030.45,-0.19%,239463699,10065.92
23-Mar-17,9048.75,9099.05,9048.6,9086.3,0.41%,197705274,8699.36
24-Mar-17,9104,9133.55,9089.4,9108,0.04%,210021581,8853.03
27-Mar-17,9093.45,9094.85,9024.65,9045.2,-0.53%,209036051,8921.57
28-Mar-17,9081.5,9110.4,9079.8,9100.8,0.21%,188985603,8139.28
29-Mar-17,9128.7,9153.15,9109.1,9143.8,0.17%,250902906,11089.43
30-Mar-17,9142.6,9183.15,9136.35,9173.75,0.34%,333410368,15585.42
31-Mar-17,9158.9,9191.7,9152.1,9173.75,0.16%,196771674,10955.05
03-Apr-17,9220.6,9245.35,9192.4,9237.85,0.19%,143444541,8337.06
05-Apr-17,9264.4,9273.9,9215.4,9265.15,0.01%,190529461,11461.96
06-Apr-17,9245.8,9267.95,9218.85,9261.95,0.17%,191937207,10332.6
07-Apr-17,9223.7,9250.5,9188.1,9198.3,-0.28%,195918747,10217.13
10-Apr-17,9225.6,9225.65,9174.85,9181.45,-0.48%,139968750,8140.08
11-Apr-17,9184.55,9242.7,9172.85,9237,0.57%,206261727,9385.2
12-Apr-17,9242.5,9246.4,9161.8,9203.45,-0.42%,166755013,8412.97
13-Apr-17,9202.5,9202.65,9144.95,9150.8,-0.56%,171695600,8908.17
17-Apr-17,9144.75,9160,9120.25,9139.3,-0.06%,132244225,6473.27
18-Apr-17,9163,9217.9,9095.45,9105.15,-0.63%,179569574,8527.5
19-Apr-17,9112.2,9120.5,9075.15,9103.5,-0.10%,179117382,8950.27
20-Apr-17,9108.1,9143.9,9102.65,9136.4,0.31%,175629897,8843.5
21-Apr-17,9179.1,9183.65,9088.75,9119.4,-0.65%,159981265,8476.63
24-Apr-17,9135.35,9225.4,9130.55,9217.95,0.90%,172908048,9720.75
25-Apr-17,9273.05,9309.2,9250.35,9306.6,0.36%,173896951,10426.02
26-Apr-17,9336.2,9367,9301.35,9351.85,0.17%,191395120,10483.32
27-Apr-17,9359.15,9367.15,9322.65,9342.15,-0.18%,215881711,12910.38
28-Apr-17,9340.95,9342.65,9282.25,9304.05,-0.40%,167229353,8673.32
02-May-17,9339.85,9352.55,9269.9,9313.8,-0.28%,166558241,9110.59
03-May-17,9344.7,9346.3,9298.4,9311.95,-0.35%,156342492,7975.14
04-May-17,9360.95,9365.65,9323.25,9359.9,-0.01%,277895923,12379.74
05-May-17,9374.55,9377.1,9272,9285.3,-0.95%,239133531,10466.68
08-May-17,9311.45,9338.7,9297.95,9314.05,0.03%,179709949,8300.22
09-May-17,9337.35,9338.95,9307.7,9316.85,-0.22%,136417428,7504.66
10-May-17,9339.65,9414.75,9336,9407.3,0.72%,157363135,8619.06
11-May-17,9448.6,9450.65,9411.3,9422.4,-0.28%,176439840,9289.89
12-May-17,9436.65,9437.75,9372.55,9400.9,-0.38%,159079418,9813.47
15-May-17,9433.55,9449.25,9423.1,9445.4,0.13%,145163953,7790.97
16-May-17,9461,9517.2,9456.35,9512.25,0.54%,171709433,9209.89
17-May-17,9517.6,9532.6,9486.1,9525.75,0.09%,211856040,10726.23
18-May-17,9453.2,9489.1,9418.1,9429.45,-0.25%,199340647,10782.46
19-May-17,9469.9,9505.75,9390.75,9427.9,-0.44%,259861396,11544.77
22-May-17,9480.25,9498.65,9427.9,9438.25,-0.44%,202874757,9432.97
23-May-17,9445.05,9448.05,9370,9386.15,-0.62%,231345629,11553.27
24-May-17,9410.9,9431.9,9341.65,9360.55,-0.54%,218265181,11045.95
25-May-17,9384.05,9523.3,9379.2,9509.75,1.34%,298147347,16964.26
26-May-17,9507.75,9604.9,9495.4,9595.1,0.92%,225647631,11204.36
29-May-17,9560.05,9637.75,9547.7,9604.9,0.47%,242266034,12484.61
30-May-17,9590.65,9635.3,9581.2,9624.55,0.35%,199894193,9765.4
31-May-17,9636.55,9649.6,9609.25,9621.25,-0.16%,427053433,19605.94
01-Jun-17,9603.55,9634.65,9589.9,9616.1,0.13%,181533283,9482.61
02-Jun-17,9657.15,9673.5,9637.45,9653.5,-0.04%,167195027,8564.3
05-Jun-17,9656.3,9687.2,9640.7,9675.1,0.19%,131685021,7192.24
06-Jun-17,9704.25,9709.3,9630.2,9637.15,-0.69%,150379695,8416.55
07-Jun-17,9663.95,9678.55,9630.55,9663.9,0.00%,165669924,8989.36
08-Jun-17,9682.4,9688.7,9641.5,9647.25,-0.36%,160165459,8822.63
09-Jun-17,9638.55,9676.25,9608.15,9668.25,0.31%,163897548,9078.71
12-Jun-17,9646.7,9647.05,9598.5,9616.4,-0.31%,145786938,7686.89
13-Jun-17,9615.55,9654.15,9595.4,9606.9,-0.09%,133734363,7056.83
14-Jun-17,9621.55,9627.4,9580.45,9618.15,-0.04%,187378750,10540.68
15-Jun-17,9617.9,9621.4,9560.8,9578.05,-0.41%,176423424,9868.08
16-Jun-17,9595.45,9615.85,9565.5,9588.05,-0.08%,219808528,11920.62
19-Jun-17,9626.4,9673.3,9614.9,9657.55,0.32%,146146062,8144.36
20-Jun-17,9670.5,9676.5,9643.75,9653.5,-0.18%,164437226,8476.67
21-Jun-17,9648.1,9650.45,9608.6,9633.6,-0.15%,148490556,8023.4
22-Jun-17,9642.65,9698.85,9617.75,9630,-0.13%,204888654,10738.45
23-Jun-17,9643.25,9647.65,9565.3,9574.95,-0.71%,180580579,9092.74
27-Jun-17,9594.05,9615.4,9473.45,9511.4,-0.86%,209593904,11084.51
28-Jun-17,9520.2,9522.5,9474.35,9491.25,-0.30%,177652206,9103.73
29-Jun-17,9522.95,9575.8,9493.8,9504.1,-0.20%,267283587,13395.85
30-Jun-17,9478.5,9535.8,9448.75,9520.9,0.45%,185202600,8783.59
03-Jul-17,9587.95,9624,9543.55,9615,0.28%,188690599,8720.76
04-Jul-17,9645.9,9650.65,9595.5,9613.3,-0.34%,149313755,7774.69
05-Jul-17,9619.75,9643.65,9607.35,9637.6,0.19%,134849476,7311.1
06-Jul-17,9653.6,9700.7,9639.95,9674.55,0.22%,152001940,7539.21
07-Jul-17,9670.35,9684.25,9642.65,9665.8,-0.05%,146232151,8514.53
10-Jul-17,9719.3,9782.15,9646.45,9771.05,0.53%,40142973,1920.78
11-Jul-17,9797.45,9830.05,9778.85,9786.05,-0.12%,185322358,9908.41
12-Jul-17,9807.3,9824.95,9787.7,9816.1,0.09%,150045594,7966.44
13-Jul-17,9855.8,9897.25,9853.45,9891.7,0.36%,186866752,10244.56
14-Jul-17,9913.3,9913.3,9845.45,9886.35,-0.27%,164456602,9187.71
17-Jul-17,9908.15,9928.2,9894.7,9915.95,0.08%,168596771,8310.48
18-Jul-17,9832.7,9885.35,9792.05,9827.15,-0.06%,303007860,13184.22
19-Jul-17,9855.95,9905.05,9851.65,9899.6,0.44%,206376192,10935.6
20-Jul-17,9920.2,9922.55,9863.45,9873.3,-0.47%,166083004,8942.56
21-Jul-17,9899.6,9924.7,9838,9915.25,0.16%,193286125,11860.28
24-Jul-17,9936.8,9982.05,9919.6,9966.4,0.30%,179905535,10837.2
25-Jul-17,10010.55,10011.3,9949.1,9964.55,-0.46%,191206247,10491.32
26-Jul-17,9983.65,10025.95,9965.95,10020.65,0.37%,203697844,11403.3
27-Jul-17,10063.25,10114.85,10005.5,10020.55,-0.42%,296782048,18601.99
28-Jul-17,9996.55,10026.05,9944.5,10014.5,0.18%,197491415,11996.8
31-Jul-17,10034.7,10085.9,10016.95,10077.1,0.42%,245096535,13131.89
01-Aug-17,10101.05,10128.6,10065.75,10114.65,0.13%,190000516,11515.29
02-Aug-17,10136.3,10137.85,10054.2,10081.5,-0.54%,166463276,9165.92
03-Aug-17,10081.15,10081.15,9998.25,10013.65,-0.67%,198665837,10714.1
04-Aug-17,10008.6,10075.25,9988.35,10066.4,0.58%,184082134,10397.88
07-Aug-17,10074.8,10088.1,10046.35,10057.4,-0.17%,141566282,7827.95
08-Aug-17,10068.35,10083.8,9947,9978.55,-0.89%,209645343,10780.41
09-Aug-17,9961.15,9969.8,9893.05,9908.05,-0.53%,174395293,8831.72
10-Aug-17,9872.85,9892.65,9776.2,9820.25,-0.53%,242820594,12040.13
11-Aug-17,9712.15,9771.65,9685.55,9710.8,-0.01%,294732998,13435.56
14-Aug-17,9755.75,9818.3,9752.1,9794.15,0.39%,201613585,9486.82
16-Aug-17,9825.85,9903.95,9773.85,9897.3,0.73%,226269013,10815.38
17-Aug-17,9945.55,9947.8,9883.75,9904.15,-0.42%,203652311,9927.47
18-Aug-17,9865.95,9865.95,9783.65,9837.4,-0.29%,253931517,15636.16
21-Aug-17,9864.25,9884.35,9740.1,9754.35,-1.11%,211627775,11764
22-Aug-17,9815.75,9828.45,9752.6,9765.55,-0.51%,189267122,9850.89
23-Aug-17,9803.05,9857.9,9786.75,9852.5,0.50%,173815509,9961.13
24-Aug-17,9881.2,9881.5,9848.85,9857.05,-0.24%,190398702,10392.63
28-Aug-17,9907.15,9925.75,9882,9912.8,0.06%,164493772,9900.06
29-Aug-17,9886.4,9887.35,9783.75,9796.05,-0.91%,178668444,8469.09
30-Aug-17,9859.5,9909.45,9850.8,9884.4,0.25%,162704136,8008.72
31-Aug-17,9905.7,9925.1,9856.95,9917.9,0.12%,337782004,14619.43
01-Sep-17,9937.65,9983.45,9909.85,9974.4,0.37%,162730656,9314.82
04-Sep-17,9984.15,9988.4,9861,9912.85,-0.71%,153369495,8069.64
05-Sep-17,9933.25,9963.1,9901.05,9952.2,0.19%,143522342,7566.62
